,id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max,spectral_type,index,temperature,radius,name,description,image,external_url,premium,price
37182,37182,37288,,,Gl 281,,,7.6564,2.183663,14.5815,-147.94,-246.63,10.0,9.66,8.841,M0,1.379,-6.122453,13.222316,0.555601,4.92e-06,1.427e-05,-1.703e-05,2.0044407322081086,0.038112105660175,-7.17233359e-07,-1.19569598e-06,,,CMi,1,37182,,0.0253279476568999,,,,M,408,3814.886375867439,0.368420562548584,HIP37288,"HIP37288 belongs to the CMi constellation. For more information, visit https://explorer.openstars.org/#view/hip-37288",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip37288.png,https://explorer.openstars.org/#view/hip-37288,0,0.09
42406,42406,42525,,,,,,8.669986,41.285405,14.59,-27.92,-45.57,0.0,9.95,9.13,F8,0.47,-7.054428,8.392324,9.626632,1.4e-07,2.9e-06,-2.42e-06,2.269797009600178,0.7205662468660525,-1.353599796e-07,-2.20929594e-07,,,Lyn,1,42406,,0.0194088587759277,,,,F,409,6145.90822702593,0.12427451625784179,HIP42525,"HIP42525 belongs to the Lyn constellation. For more information, visit https://explorer.openstars.org/#view/hip-42525",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip42525.png,https://explorer.openstars.org/#view/hip-42525,0,0.09
35200,35200,35296,57095.0,,Gl 269A,,,7.291546,-46.979242,14.5943,-18.46,585.03,59.0,6.7,5.879,K2V,0.975,-3.303102,9.393701,-10.670375,-2.246e-05,6.782e-05,-1.588e-05,1.9089223549047023,-0.8199424593270938,-8.94966054e-08,2.836305475e-06,,,Pup,1,35200,Gl 269,0.3876144867002412,,,,K,410,4529.6409044649945,1.0211659135219897,HIP35296,"HIP35296 belongs to the Pup constellation. For more information, visit https://explorer.openstars.org/#view/hip-35296",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip35296.png,https://explorer.openstars.org/#view/hip-35296,0,0.1
13341,13341,13375,,,Gl 116,,,2.868615,34.389355,14.6049,994.66,-988.88,-45.7,9.6,8.778,K6:,1.315,8.809932,8.223946,8.248817,-4.734e-05,5.215e-05,-8.417e-05,0.7510016186678564,0.600207479526665,4.822247755e-06,-4.794225524e-06,,,Per,1,13341,,0.0268410808354522,,,,K,411,3909.2143989127267,0.3611751140828149,HIP13375,"HIP13375 belongs to the Per constellation. For more information, visit https://explorer.openstars.org/#view/hip-13375",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip13375.png,https://explorer.openstars.org/#view/hip-13375,0,0.09
28864,28864,28936,,,,,,6.107419,10.748428,14.6071,4.67,-21.03,0.0,9.73,8.907,F0,0.377,-0.403523,14.345151,2.724181,-3.4e-07,2.7e-07,-1.46e-06,1.59891849210699,0.1875954538822262,2.26407988e-08,-1.01956317e-07,,,Ori,1,28864,,0.0238341682067315,,,,F,412,6627.019168832418,0.11843536136772362,HIP28936,"HIP28936 belongs to the Ori constellation. For more information, visit https://explorer.openstars.org/#view/hip-28936",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip28936.png,https://explorer.openstars.org/#view/hip-28936,0,0.09
106354,106354,106696,205390.0,,Gl 833,,,21.611417,-50.845385,14.6199,424.07,-199.27,28.1,7.14,6.315,K2V,0.879,7.48459,-5.403649,-11.337122,2.343e-05,2.016e-05,-3.12e-05,5.657855611557032,-0.8874193712719338,2.0559493751e-06,-9.66088221e-07,,,Ind,1,106354,,0.2594179362118812,,,,K,413,4753.555217038227,0.7586787152775826,HIP106696,"HIP106696 belongs to the Ind constellation. For more information, visit https://explorer.openstars.org/#view/hip-106696",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip106696.png,https://explorer.openstars.org/#view/hip-106696,0,0.1
107815,107815,108159,,,Gl 838.6,,,21.912611,-46.992734,14.6349,-311.69,-365.58,59.0,11.99,11.163,M3,1.56,8.528789,-5.187865,-10.702409,7.47e-06,-3.043e-05,-6.182e-05,5.736708240737093,-0.8201779403412138,-1.5111157609e-06,-1.772381853e-06,,,Gru,1,107815,,0.0029840081159302,,12.091,11.871,M,414,3576.2526429113395,0.14402222025381292,HIP108159,"HIP108159 belongs to the Gru constellation. For more information, visit https://explorer.openstars.org/#view/hip-108159",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip108159.png,https://explorer.openstars.org/#view/hip-108159,0,0.09
86693,86693,86961,,,,,,17.770176,-32.103551,14.6434,-49.82,-319.82,0.0,10.49,9.662,M2V:,1.463,-0.745891,-12.381817,-7.78225,-2.8e-06,1.226e-05,-1.923e-05,4.652221230575964,-0.5603126591472388,-2.415341756e-07,-1.550531113e-06,,,Sco,1,86693,,0.0118904967898509,,,,M,415,3699.335067997238,0.26853053334839255,HIP86961,"HIP86961 belongs to the Sco constellation. For more information, visit https://explorer.openstars.org/#view/hip-86961",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip86961.png,https://explorer.openstars.org/#view/hip-86961,0,0.09
54790,54790,54952,97584.0,,Gl 420A,,,11.253471,73.475206,14.6456,-403.84,112.05,8.1,7.68,6.851,K5,1.043,-4.086332,0.809146,14.040758,1.074e-05,2.71e-05,1.02e-05,2.9461517346237835,1.2823842562951289,-1.9578715675e-06,5.43233729e-07,,,Dra,1,54790,Gl 420,0.1583434123914574,,,,K,416,4386.195839436604,0.6963160273057074,HIP54952,"HIP54952 belongs to the Dra constellation. For more information, visit https://explorer.openstars.org/#view/hip-54952",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip54952.png,https://explorer.openstars.org/#view/hip-54952,0,0.1
33729,33729,33817,52698.0,,Gl 259,,,7.02048,-25.948716,14.6477,206.58,40.89,12.6,6.71,5.881,K1V,0.882,-3.477108,12.703851,-6.409393,-1.754e-05,8.53e-06,-3.03e-06,1.8379572853708863,-0.4528905363972613,1.0015281012e-06,1.98240313e-07,,,CMa,1,33729,,0.3869011316551083,,,,K,417,4746.1364789593445,0.9292738980214615,HIP33817,"HIP33817 belongs to the CMa constellation. For more information, visit https://explorer.openstars.org/#view/hip-33817",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip33817.png,https://explorer.openstars.org/#view/hip-33817,0,0.1
76816,76816,77052,140538.0,5853.0,Gl 596.1A,23Psi Ser,,15.733839,2.515173,14.6585,-44.96,-144.73,19.4,5.86,5.03,G5V,0.684,-8.187523,-12.141967,0.643281,-1.398e-05,-1.502e-05,-9.4e-06,4.119109358742981,0.0438980543801587,-2.179722307e-07,-7.01670839e-07,Psi,23.0,Ser,1,76816,Gl 596.1,0.847227414140596,,,,G,418,5307.777606957964,1.099157471752935,HIP77052,"HIP77052 belongs to the Ser constellation. For more information, visit https://explorer.openstars.org/#view/hip-77052",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip77052.png,https://explorer.openstars.org/#view/hip-77052,0,0.11
78950,78950,79190,144628.0,,Gl 613,,,16.161905,-56.445149,14.6692,-136.14,334.48,37.9,7.11,6.278,K3V,0.856,-3.753024,-7.18752,-12.224964,-2.767e-05,-3.208e-05,-1.916e-05,4.231176805778233,-0.9851536919580176,-6.600253447e-07,1.621604798e-06,,,Nor,1,78950,,0.2684108083545227,,,,K,419,4811.411254542328,0.7532584122961441,HIP79190,"HIP79190 belongs to the Nor constellation. For more information, visit https://explorer.openstars.org/#view/hip-79190",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip79190.png,https://explorer.openstars.org/#view/hip-79190,0,0.1
102154,102154,102485,197692.0,7936.0,Gl 805,16Psi Cap,,20.76826,-25.270898,14.6778,-51.38,-156.66,25.8,4.13,3.297,F5V,0.426,8.799322,-9.937473,-6.266031,9.93e-06,-1.673e-05,-2.134e-05,5.437117756398896,-0.4410603667047212,-2.49097269e-07,-7.59509111e-07,Psi,16.0,Cap,1,102154,,4.180228289540324,,,,F,420,6362.271643316907,1.6981584726130403,HIP102485,"HIP102485 belongs to the Cap constellation. For more information, visit https://explorer.openstars.org/#view/hip-102485",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip102485.png,https://explorer.openstars.org/#view/hip-102485,0,0.11
30557,30557,30630,45088.0,,Gl 233A,,,6.436181,18.756904,14.7297,-119.32,-164.06,-8.4,6.78,5.939,K0,0.938,-1.589214,13.856519,4.736364,8.96e-06,-3.37e-06,-1.386e-05,1.6849883653027682,0.327369738378415,-5.784796836e-07,-7.95385324e-07,,,Gem,1,30557,Gl 233,0.3667752315994949,OU,6.81,6.75,K,421,4612.7667765276055,0.9578789990045098,HIP30630,"HIP30630 belongs to the Gem constellation. For more information, visit https://explorer.openstars.org/#view/hip-30630",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip30630.png,https://explorer.openstars.org/#view/hip-30630,0,0.1
77934,77934,78170,142709.0,,Gl 604,,,15.961333,-42.624235,14.7319,-256.88,-191.39,35.6,8.06,7.219,K5V,1.118,-5.514853,-9.332453,-9.976471,-2.471e-05,-5.76e-06,-3.471e-05,4.178667146842902,-0.7439332459929012,-1.2453893826e-06,-9.27884903e-07,,,Nor,1,77934,,0.1128236121648991,,,,K,422,4240.506419100401,0.6289368107711399,HIP78170,"HIP78170 belongs to the Nor constellation. For more information, visit https://explorer.openstars.org/#view/hip-78170",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip78170.png,https://explorer.openstars.org/#view/hip-78170,0,0.1
17567,17567,17609,23453.0,,Gl 154,,,3.772254,26.215501,14.7493,386.94,-198.16,36.3,9.61,8.766,K5,1.437,7.287317,11.045047,6.515626,-1.3e-06,4.826e-05,3.69e-06,0.987573772457986,0.4575468098155962,1.8759380555e-06,-9.60706789e-07,,,Tau,1,17567,,0.0271393848764158,,,,K,423,3734.158962076766,0.3980239788965887,HIP17609,"HIP17609 belongs to the Tau constellation. For more information, visit https://explorer.openstars.org/#view/hip-17609",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip17609.png,https://explorer.openstars.org/#view/hip-17609,0,0.09
37974,37974,38082,,,Gl 289,,,7.804536,20.368131,14.7732,1451.22,-989.83,48.4,11.46,10.613,M2,1.51,-6.302434,12.33287,5.141973,-0.00012489,1.601e-05,-4.922e-05,2.0432227544895807,0.3554909502265275,7.0357130949e-06,-4.798831254e-06,,,Gem,1,37974,,0.0049522208008852,,11.536,11.366,M,424,3638.3962425580635,0.17921574818794717,HIP38082,"HIP38082 belongs to the Gem constellation. For more information, visit https://explorer.openstars.org/#view/hip-38082",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip38082.png,https://explorer.openstars.org/#view/hip-38082,0,0.09
66465,66465,66675,118926.0,,Gl 521.1,,,13.668648,-4.186104,14.7973,-385.78,482.23,5.0,9.61,8.759,M0V,1.376,-13.371935,-6.24388,-1.080151,-1.862e-05,2.185e-05,3.413e-05,3.5784435977506024,-0.0730612942261537,-1.8703142168e-06,2.337917011e-06,,,Vir,1,66465,,0.0273149242208918,,,,M,425,3819.1812105189974,0.38172725420826886,HIP66675,"HIP66675 belongs to the Vir constellation. For more information, visit https://explorer.openstars.org/#view/hip-66675",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip66675.png,https://explorer.openstars.org/#view/hip-66675,0,0.09
104307,104307,104644,,,Wo 9724,,,21.197089,-43.613646,14.8038,215.97,-688.32,0.0,11.98,11.128,M1:,1.586,7.959631,-7.177825,-10.211543,-1.492e-05,3.433e-05,-3.576e-05,5.549384959705926,-0.7612017213583525,1.0470521058e-06,-3.337069526e-06,,,Mic,1,104307,,0.0030817684166115,,12.11,11.87,M,426,3544.971461074476,0.14895486387058657,HIP104644,"HIP104644 belongs to the Mic constellation. For more information, visit https://explorer.openstars.org/#view/hip-104644",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip104644.png,https://explorer.openstars.org/#view/hip-104644,0,0.09
74952,74952,75181,136352.0,5699.0,Gl 582,Nu 2Lup,,15.363507,-48.317628,14.8126,-1622.71,-275.1,-69.4,5.65,4.797,G2V,0.639,-6.271902,-7.595081,-11.06222,-5.041e-05,0.00012196,3.987e-05,4.0221568396993375,-0.8433016900713062,-7.8671200757e-06,-1.333722435e-06,Nu-2,,Lup,1,74952,,1.0500258721108844,,,,G,427,5459.94843268832,1.1562992895822248,HIP75181,"HIP75181 belongs to the Lup constellation. For more information, visit https://explorer.openstars.org/#view/hip-75181",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip75181.png,https://explorer.openstars.org/#view/hip-75181,0,0.11
100597,100597,100923,,,Gl 791,,,20.461576,-27.747707,14.8412,-202.72,-876.94,-16.0,11.41,10.553,M3,1.504,7.890496,-10.500156,-6.909686,-3.801e-05,2.63e-05,-4.822e-05,5.356827975374935,-0.4842888428445375,-9.828142932e-07,-4.25152509e-06,,,Mic,1,100597,,0.0052335936518675,,11.471,11.311,M,428,3646.0359232127153,0.18346130724026039,HIP100923,"HIP100923 belongs to the Mic constellation. For more information, visit https://explorer.openstars.org/#view/hip-100923",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip100923.png,https://explorer.openstars.org/#view/hip-100923,0,0.09
92725,92725,93017,176051.0,7162.0,Gl 738A,,,18.950441,32.901273,14.8721,202.85,-143.97,-45.8,5.2,4.338,G0V,0.594,3.074982,-12.101832,8.0782,5.88e-06,3.625e-05,-3.416e-05,4.961213864139821,0.5742355506202688,9.83444551e-07,-6.97986255e-07,,,Lyr,1,92725,Gl 738,1.6025072388814183,,,,G,429,5623.516620744426,1.3463454087950646,HIP93017,"HIP93017 belongs to the Lyr constellation. For more information, visit https://explorer.openstars.org/#view/hip-93017",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip93017.png,https://explorer.openstars.org/#view/hip-93017,0,0.11
28032,28032,28103,40136.0,2085.0,Gl 225,16Eta Lep,,5.940082,-14.1677,14.8787,-42.23,139.02,-1.4,3.71,2.847,F1V,0.337,0.226289,14.424355,-3.64172,3.06e-06,1.02e-06,1.007e-05,1.5551097155528486,-0.2472730146051925,-2.047368172e-07,6.73987978e-07,Eta,16.0,Lep,1,28032,,6.327031548665008,,,,F,430,6864.684481802556,1.7942710817317848,HIP28103,"HIP28103 belongs to the Lep constellation. For more information, visit https://explorer.openstars.org/#view/hip-28103",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip28103.png,https://explorer.openstars.org/#view/hip-28103,0,0.11
61952,61952,62145,110833.0,,Gl 483,,,12.737411,51.759302,14.881,-378.76,-183.86,10.6,7.01,6.147,K3V,0.936,-9.039804,-1.767085,11.687872,-2.205e-05,2.353e-05,3.1e-07,3.334646532547406,0.9033702344387112,-1.8362802964e-06,-8.91378433e-07,,,CVn,1,61952,,0.3028307694265777,,,,K,431,4617.369188355623,0.8687171145181006,HIP62145,"HIP62145 belongs to the CVn constellation. For more information, visit https://explorer.openstars.org/#view/hip-62145",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip62145.png,https://explorer.openstars.org/#view/hip-62145,0,0.1
85769,85769,86032,159561.0,6556.0,Gl 681,55Alp Oph,Rasalhague,17.582241,12.560035,14.8965,110.08,-222.61,12.6,2.08,1.215,A5III,0.155,-1.587067,-14.453242,3.239454,6.15e-06,-1.685e-05,-1.289e-05,4.603020022725371,0.2192139606173275,5.336828995e-07,-1.079243734e-06,Alp,55.0,Oph,1,85769,,28.444611074479155,,,,A,432,8293.48220704082,2.604888517854927,HIP86032 - Rasalhague,"HIP86032 - Rasalhague belongs to the Oph constellation. For more information, visit https://explorer.openstars.org/#view/hip-86032",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip86032.png,https://explorer.openstars.org/#view/hip-86032,300,0.22
98834,98834,99150,,,Gl 781.1A,,,20.129153,-31.753991,14.9076,290.03,-753.34,0.0,12.19,11.323,M,1.56,6.705597,-10.757328,-7.845469,2.63e-06,3.54e-05,-4.629e-05,5.26979984041978,-0.5542116875845837,1.4061051177e-06,-3.652295381e-06,,,,1,98834,Gl 781.1,0.0025751349904103,,12.327,11.967,M,433,3576.2526429113395,0.1337998430586291,HIP99150,,https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip99150.png,https://explorer.openstars.org/#view/hip-99150,0,0.09
84263,84263,84521,,,GJ 2128,,,17.27805,8.058392,14.9076,-280.74,-67.09,0.0,11.49,10.623,M3.5,1.517,-2.773224,-14.497538,2.089781,-2.005e-05,3.14e-06,-4.8e-06,4.523383011673141,0.1406454659618925,-1.3610659267e-06,-3.25261498e-07,,,Oph,1,84263,,0.0049068185676795,,11.55,11.43,M,434,3629.5336798931776,0.1792652572060119,HIP84521,"HIP84521 belongs to the Oph constellation. For more information, visit https://explorer.openstars.org/#view/hip-84521",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip84521.png,https://explorer.openstars.org/#view/hip-84521,0,0.09
34027,34027,34115,,,Gl 258,,,7.073777,68.288802,14.9298,346.92,54.34,0.0,11.95,11.08,M5,1.527,-1.532346,5.306124,13.870685,-2.311e-05,-1.048e-05,1.45e-06,1.8519105517616803,1.1918644311678477,1.6819156205e-06,2.63447754e-07,,,Cam,1,34027,,0.0032210687912834,,12.037,11.817,M,435,3616.9660267741933,0.1462795061913475,HIP34115,"HIP34115 belongs to the Cam constellation. For more information, visit https://explorer.openstars.org/#view/hip-34115",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip34115.png,https://explorer.openstars.org/#view/hip-34115,0,0.09
5236,5236,5247,,,Gl 52,,,1.118624,63.941327,14.9321,1548.21,319.28,2.9,9.0,8.129,K7V,1.289,6.280112,1.894184,13.414196,-5.098e-05,0.00010168,1.282e-05,0.2928551399214826,1.1159866772397913,7.5059338837e-06,1.547913119e-06,,,Cas,1,5236,,0.0487977727286485,,,,K,436,3949.230413915053,0.47705227891564234,HIP5247,"HIP5247 belongs to the Cas constellation. For more information, visit https://explorer.openstars.org/#view/hip-5247",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip5247.png,https://explorer.openstars.org/#view/hip-5247,0,0.1
42644,42644,42762,,,Gl 319B,,,8.714507,9.553099,14.9343,223.69,-616.13,0.0,11.83,10.959,M5,1.55,-9.607013,11.162238,2.47852,-1.71e-05,-4.95e-06,-4.399e-05,2.2814527191975675,0.1667330350278625,1.084479722e-06,-2.98708253e-06,,,Cnc,2,42629,Gl 319,0.0036008082917348,,11.964,11.684,M,437,3588.468721416026,0.15712101452430874,HIP42762,"HIP42762 belongs to the Cnc constellation. For more information, visit https://explorer.openstars.org/#view/hip-42762",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip42762.png,https://explorer.openstars.org/#view/hip-42762,0,0.09
59020,59020,59199,105452.0,4623.0,Gl 455.3,1Alp Crv,,12.140225,-24.728875,14.9365,100.18,-39.33,2.9,4.02,3.149,F0IV/V,0.334,-13.557668,-0.497944,-6.248321,-1.24e-06,-7.3e-06,-3.83e-06,3.1783035477555206,-0.431600297425675,4.856863451e-07,-1.9067722e-07,Alp,1.0,Crv,1,59020,,4.790711300030742,,,,F,438,6883.376625509657,1.5530141823838155,HIP59199,"HIP59199 belongs to the Crv constellation. For more information, visit https://explorer.openstars.org/#view/hip-59199",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip59199.png,https://explorer.openstars.org/#view/hip-59199,0,0.11
109292,109292,109638,,,Wo 9773,,,22.209986,8.55325,14.9611,116.05,-661.45,0.0,11.99,11.115,M3,1.553,13.199692,-6.682168,2.225142,1.017e-05,4.29e-06,-4.744e-05,5.8145607499799175,0.1492823674992125,5.626262762e-07,-3.20680009e-06,,,Peg,1,109292,,0.0031188895840939,,12.097,11.857,M,439,3584.7929527975116,0.14653787868323206,HIP109638,"HIP109638 belongs to the Peg constellation. For more information, visit https://explorer.openstars.org/#view/hip-109638",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip109638.png,https://explorer.openstars.org/#view/hip-109638,0,0.09
113999,113999,114361,218511.0,,GJ 1279,,,23.16146,-67.732824,14.9835,-316.98,-215.17,0.0,8.29,7.412,K5V,1.201,5.541349,-1.236543,-13.866135,-1.913e-05,-1.932e-05,-5.92e-06,6.063656014328959,-1.1821607937689649,-1.5367624046e-06,-1.043173596e-06,,,Ind,1,113999,,0.0944495732507706,,,,K,440,4092.6507443721644,0.6178237233922999,HIP114361,"HIP114361 belongs to the Ind constellation. For more information, visit https://explorer.openstars.org/#view/hip-114361",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip114361.png,https://explorer.openstars.org/#view/hip-114361,0,0.1
19346,19346,19394,,,Gl 163,,,4.154237,-53.373698,14.9948,1043.71,581.95,66.0,11.79,10.91,M,1.48,4.156435,7.921972,-12.034456,-3.269e-05,0.00010097,-2.894e-05,1.0875767404275716,-0.9315467639843864,5.0600488653e-06,2.821373213e-06,,,Dor,1,19346,,0.003767037989839,,11.882,11.682,M,441,3677.000366525787,0.15305843369607666,HIP19394,"HIP19394 belongs to the Dor constellation. For more information, visit https://explorer.openstars.org/#view/hip-19394",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip19394.png,https://explorer.openstars.org/#view/hip-19394,0,0.09
1365,1365,1368,,,Gl 14,,,0.285074,40.948295,15.0038,567.93,82.78,3.0,8.99,8.109,M0,1.37,11.300858,0.845066,9.833173,-4.7e-06,4.107e-05,6.56e-06,0.0746322602704398,0.7146825746266849,2.7534023359e-06,4.01328764e-07,,,And,1,1365,,0.0497049910576234,,,,M,442,3827.807259616002,0.5124925239533991,HIP1368,"HIP1368 belongs to the And constellation. For more information, visit https://explorer.openstars.org/#view/hip-1368",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip1368.png,https://explorer.openstars.org/#view/hip-1368,0,0.1
47457,47457,47592,84117.0,3862.0,Gl 364,,,9.704011,-23.915569,15.0128,-399.23,263.18,35.2,4.93,4.048,G0V,0.534,-11.318572,7.76158,-6.086167,-1.711e-05,4.696e-05,2.91e-06,2.540504065185502,-0.417405420589365,-1.9355216568e-06,1.275932644e-06,,,Hya,1,47457,,2.0931483034474474,,,,G,443,5861.844882440621,1.4159779998507325,HIP47592,"HIP47592 belongs to the Hya constellation. For more information, visit https://explorer.openstars.org/#view/hip-47592",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip47592.png,https://explorer.openstars.org/#view/hip-47592,0,0.11
27292,27292,27359,,,Gl 218,,,5.794575,-36.328565,15.0286,769.53,-123.16,56.0,10.72,9.835,M2,1.476,0.650756,12.09044,-8.903463,-5.379e-05,4.378e-05,-4.116e-05,1.517016311383765,-0.63405307859462,3.7307867159e-06,-5.97096528e-07,,,Col,1,27292,,0.0101391138573667,,10.8,10.66,M,444,3682.2252349298283,0.25029290353538486,HIP27359,"HIP27359 belongs to the Col constellation. For more information, visit https://explorer.openstars.org/#view/hip-27359",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip27359.png,https://explorer.openstars.org/#view/hip-27359,0,0.09
104861,104861,105199,203280.0,8162.0,Gl 826,5Alp Cep,Alderamin,21.30963,62.585573,15.0376,149.91,48.27,-11.5,2.45,1.564,A7IV-V,0.257,5.276111,-4.483201,13.348778,5.7e-07,1.386e-05,-8.82e-06,5.578848152361649,1.092324304671176,7.267841885e-07,2.34019563e-07,Alp,5.0,Cep,1,104861,,20.62528697846573,,,,A,445,7411.202154507423,2.7780662109064913,HIP105199 - Alderamin,"HIP105199 - Alderamin belongs to the Cep constellation. For more information, visit https://explorer.openstars.org/#view/hip-105199",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip105199.png,https://explorer.openstars.org/#view/hip-105199,300,0.22
48941,48941,49081,86728.0,3951.0,Gl 376,20    LMi,,10.016864,31.923672,15.0466,-529.22,-428.93,55.8,5.37,4.483,G1V,0.676,-11.088308,6.336788,7.956742,-3.727e-05,6.576e-05,3.62e-06,2.622408944854098,0.55717318527595,-2.5657309602e-06,-2.07951132e-06,,20.0,LMi,1,48941,,1.4021678337057588,,,,G,446,5334.053800638965,1.3998494514644297,HIP49081,"HIP49081 belongs to the LMi constellation. For more information, visit https://explorer.openstars.org/#view/hip-49081",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip49081.png,https://explorer.openstars.org/#view/hip-49081,0,0.11
103757,103757,104092,200779.0,,Gl 818,,,21.088818,7.069298,15.058,77.69,-563.47,-65.7,8.27,7.381,K5,1.119,10.809072,-10.317732,1.853111,-4.066e-05,4.665e-05,-4.909e-05,5.521039652702799,0.1233825329281062,3.766517484e-07,-2.731779645e-06,,,Equ,1,103757,,0.0971851702940168,,,,K,447,4238.645119197308,0.5842716030006949,HIP104092,"HIP104092 belongs to the Equ constellation. For more information, visit https://explorer.openstars.org/#view/hip-104092",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip104092.png,https://explorer.openstars.org/#view/hip-104092,0,0.1
49050,49050,49189,,,Gl 378,,,10.039426,48.088806,15.0966,-637.32,-1473.03,-9.8,10.03,9.136,M2,1.359,-8.784629,4.951779,11.234539,-4.116e-05,7.674e-05,-7.946e-05,2.628315525122697,0.8393079903041175,-3.0898145489e-06,-7.141450958e-06,,,UMa,1,49050,,0.0193018972763457,,10.086,9.966,M,448,3843.7489371445536,0.3168437727596064,HIP49189,"HIP49189 belongs to the UMa constellation. For more information, visit https://explorer.openstars.org/#view/hip-49189",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip49189.png,https://explorer.openstars.org/#view/hip-49189,0,0.09
77113,77113,77349,,,NN 3916,,,15.790181,-10.896501,15.1035,-326.12,-356.06,0.0,11.27,10.375,K:...,1.565,-8.109596,-12.417672,-2.855097,-1.73e-05,1.718e-05,-2.56e-05,4.133859594599219,-0.1901798264914125,-1.581074375e-06,-1.72622759e-06,,,Lib,1,77113,,0.0061659500186148,,11.34,11.19,K,449,3570.1834808973904,0.20767119365157374,HIP77349,"HIP77349 belongs to the Lib constellation. For more information, visit https://explorer.openstars.org/#view/hip-77349",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip77349.png,https://explorer.openstars.org/#view/hip-77349,0,0.09
5849,5849,5862,7570.0,370.0,Gl 55,Nu  Phe,,1.253043,-45.531664,15.1149,664.47,178.12,11.6,4.97,4.073,F8V,0.571,10.023612,3.411601,-10.786636,1e-06,5.177e-05,6.8e-07,0.3280459256128029,-0.7946774539363888,3.2214414631e-06,8.63550127e-07,Nu,,Phe,1,5849,,2.045502431109353,,,,F,450,5711.972213001834,1.474202202778136,HIP5862,"HIP5862 belongs to the Phe constellation. For more information, visit https://explorer.openstars.org/#view/hip-5862",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip5862.png,https://explorer.openstars.org/#view/hip-5862,0,0.11
115849,115849,116215,221503.0,,Gl 898,,,23.547053,-16.845641,15.1561,343.55,-217.65,0.5,8.59,7.687,K5/M0V,1.29,14.403874,-1.716071,-4.392152,-1.13e-06,2.555e-05,-1.545e-05,6.164604056802246,-0.2940118979735312,1.6655773995e-06,-1.055196975e-06,,,Aqr,1,115849,,0.073316208902721,,,,K,451,3947.6723784172896,0.5851087695930545,HIP116215,"HIP116215 belongs to the Aqr constellation. For more information, visit https://explorer.openstars.org/#view/hip-116215",https://raw.githubusercontent.com/openstars-org/stars-database/main/images/hip116215.png,https://explorer.openstars.org/#view/hip-116215,0,0.1
